Datum;Eroeffnung;Hoch;Tief;Schluss;Volumen
  02.01.2015;3.169,75;3.177,04;3.114,76;3.139,44;419.481.785
  05.01.2015;3.126,81;3.150,09;3.020,79;3.023,14;774.238.266
  06.01.2015;3.033,44;3.061,19;2.998,53;3.007,91;685.409.531
  07.01.2015;3.019,47;3.055,87;3.002,78;3.026,79;673.194.179
  08.01.2015;3.051,26;3.139,92;3.051,26;3.135,08;764.127.178
  09.01.2015;3.128,42;3.128,42;3.021,23;3.042,90;1.233.450.782
  12.01.2015;3.055,66;3.096,91;3.033,34;3.084,18;728.580.859
  13.01.2015;3.069,82;3.146,54;3.065,37;3.133,86;707.019.590
  14.01.2015;3.108,34;3.148,26;3.077,24;3.089,67;865.334.794
  15.01.2015;3.112,37;3.169,19;3.020,54;3.157,36;989.894.903
  16.01.2015;3.147,53;3.208,30;3.133,90;3.202,24;829.623.002
  19.01.2015;3.208,62;3.238,06;3.198,36;3.220,90;579.883.832
  20.01.2015;3.229,34;3.257,65;3.226,74;3.244,92;789.477.685
  21.01.2015;3.253,45;3.269,73;3.210,95;3.269,73;800.326.416
  22.01.2015;3.270,40;3.332,51;3.261,85;3.322,65;1.119.894.668
  23.01.2015;3.345,45;3.412,76;3.345,45;3.382,55;1.044.609.402
  26.01.2015;3.372,03;3.417,46;3.362,63;3.414,28;616.394.404
  27.01.2015;3.413,33;3.413,33;3.353,13;3.372,58;666.227.111
  28.01.2015;3.384,21;3.393,93;3.333,36;3.358,96;700.151.895
  29.01.2015;3.341,18;3.373,18;3.326,38;3.371,83;674.283.572
  30.01.2015;3.386,59;3.392,70;3.332,39;3.351,44;749.200.080
  02.02.2015;3.356,13;3.370,81;3.327,08;3.370,11;693.700.127
  03.02.2015;3.386,55;3.426,67;3.386,55;3.414,18;834.584.411
  04.02.2015;3.416,80;3.422,04;3.389,20;3.415,53;664.746.821
  05.02.2015;3.393,62;3.410,52;3.376,75;3.408,96;593.610.528
  06.02.2015;3.404,94;3.408,88;3.383,75;3.398,16;477.118.212
  09.02.2015;3.371,51;3.371,51;3.321,59;3.347,75;647.761.400
  10.02.2015;3.353,84;3.401,13;3.335,82;3.383,13;644.181.124
  11.02.2015;3.384,28;3.389,92;3.361,47;3.374,14;583.008.718
  12.02.2015;3.371,57;3.433,51;3.365,25;3.417,61;790.177.851
  13.02.2015;3.428,90;3.462,27;3.428,90;3.447,59;724.521.204
  16.02.2015;3.445,44;3.446,52;3.431,29;3.433,30;385.057.937
  17.02.2015;3.420,93;3.443,83;3.381,29;3.438,44;547.717.392
  18.02.2015;3.450,12;3.473,58;3.450,12;3.465,80;592.321.346
  19.02.2015;3.459,49;3.493,67;3.439,18;3.488,08;683.071.583
  20.02.2015;3.483,58;3.495,30;3.454,81;3.490,53;1.057.356.016
  23.02.2015;3.510,81;3.529,01;3.498,27;3.519,58;510.845.482
  24.02.2015;3.523,99;3.555,31;3.510,45;3.547,10;572.285.536
  25.02.2015;3.544,81;3.549,03;3.529,12;3.541,78;506.048.458
  26.02.2015;3.542,21;3.576,34;3.537,19;3.574,94;585.644.725
  27.02.2015;3.574,33;3.599,00;3.563,15;3.599,00;701.197.116
  02.03.2015;3.594,25;3.607,97;3.577,51;3.591,09;568.033.018
  03.03.2015;3.595,36;3.604,75;3.546,29;3.549,11;538.775.443
  04.03.2015;3.555,91;3.583,44;3.533,40;3.583,44;530.076.616
  05.03.2015;3.590,10;3.626,06;3.589,20;3.618,21;547.213.414
  06.03.2015;3.615,00;3.635,93;3.611,10;3.617,62;505.013.269
  09.03.2015;3.604,13;3.614,58;3.585,12;3.610,28;514.452.082
  10.03.2015;3.605,81;3.610,83;3.552,43;3.567,25;582.483.969
  11.03.2015;3.574,98;3.653,94;3.574,98;3.649,54;602.951.732
  12.03.2015;3.646,35;3.653,38;3.635,77;3.641,32;594.711.812
  13.03.2015;3.649,46;3.656,21;3.628,14;3.656,21;499.597.905
  16.03.2015;3.664,53;3.715,36;3.664,53;3.706,75;654.444.616
  17.03.2015;3.708,04;3.714,02;3.654,53;3.672,16;563.312.329
  18.03.2015;3.673,97;3.680,57;3.643,13;3.668,52;672.939.327
  19.03.2015;3.666,35;3.690,63;3.646,29;3.670,73;671.481.224
  20.03.2015;3.676,14;3.738,20;3.672,60;3.726,07;1.113.195.028
  23.03.2015;3.718,45;3.718,45;3.688,73;3.699,04;528.600.118
  24.03.2015;3.690,92;3.742,42;3.677,31;3.731,35;608.348.515
  25.03.2015;3.724,75;3.730,80;3.680,15;3.684,04;493.319.394
  26.03.2015;3.664,15;3.669,79;3.616,75;3.669,79;658.088.177
  27.03.2015;3.677,71;3.694,46;3.657,78;3.679,03;520.588.063
  30.03.2015;3.689,39;3.730,90;3.689,39;3.727,80;515.915.094
  31.03.2015;3.724,36;3.738,41;3.688,55;3.697,38;605.157.898
  01.04.2015;3.688,18;3.748,63;3.675,29;3.714,89;601.373.920
  02.04.2015;3.713,74;3.723,34;3.705,65;3.715,27;399.118.072
  07.04.2015;3.729,27;3.778,74;3.729,27;3.768,72;575.709.033
  08.04.2015;3.764,60;3.774,09;3.736,32;3.742,63;464.223.296
  09.04.2015;3.752,66;3.781,79;3.751,19;3.781,79;413.235.365
  10.04.2015;3.790,26;3.816,76;3.789,64;3.816,76;526.016.896
  13.04.2015;3.813,96;3.836,28;3.807,73;3.828,78;394.799.765
  14.04.2015;3.820,13;3.822,92;3.766,81;3.784,53;677.361.737
  15.04.2015;3.790,56;3.816,32;3.786,36;3.803,55;473.498.301
  16.04.2015;3.801,38;3.801,38;3.749,16;3.751,72;653.496.890
  17.04.2015;3.748,09;3.758,52;3.668,88;3.674,05;886.175.163
  20.04.2015;3.682,32;3.718,20;3.682,32;3.718,04;482.505.499
  21.04.2015;3.727,15;3.757,12;3.707,47;3.719,38;657.047.206
  22.04.2015;3.727,10;3.750,10;3.685,19;3.724,49;651.908.716
  23.04.2015;3.725,68;3.736,97;3.669,22;3.697,88;552.052.589
  24.04.2015;3.707,00;3.739,11;3.687,52;3.713,96;634.747.842
  27.04.2015;3.715,98;3.782,29;3.675,24;3.771,45;624.914.180
  28.04.2015;3.765,25;3.768,58;3.694,41;3.715,42;568.971.163
  29.04.2015;3.719,45;3.734,62;3.612,29;3.617,11;697.708.068
  30.04.2015;3.609,51;3.641,77;3.577,69;3.615,59;786.848.084
  01.05.2015;3.615,59;3.615,59;3.615,59;3.615,59;0
  04.05.2015;3.615,30;3.654,82;3.584,13;3.632,94;470.801.500
  05.05.2015;3.628,53;3.666,47;3.544,16;3.546,56;698.111.716
  06.05.2015;3.546,59;3.585,36;3.527,50;3.558,03;660.830.848
  07.05.2015;3.538,02;3.567,08;3.484,07;3.556,21;723.583.818
  08.05.2015;3.570,69;3.649,79;3.564,07;3.649,48;681.968.735
  11.05.2015;3.635,81;3.635,81;3.606,59;3.624,41;534.652.049
  12.05.2015;3.608,94;3.608,94;3.543,27;3.573,10;756.288.658
  13.05.2015;3.581,35;3.614,54;3.539,67;3.553,42;689.043.327
  14.05.2015;3.544,93;3.610,61;3.512,75;3.602,22;606.977.915
  15.05.2015;3.609,65;3.627,27;3.554,85;3.573,07;641.570.355
  18.05.2015;3.571,49;3.595,33;3.531,23;3.589,22;525.396.084
  19.05.2015;3.610,24;3.675,07;3.610,24;3.670,52;626.450.602
  20.05.2015;3.668,49;3.688,39;3.651,90;3.683,48;440.004.271
  21.05.2015;3.676,42;3.689,02;3.660,02;3.688,72;421.682.615
  22.05.2015;3.686,63;3.691,42;3.669,13;3.679,14;352.456.021
  25.05.2015;3.677,21;3.677,21;3.646,24;3.655,41;238.545.050
  26.05.2015;3.655,37;3.675,17;3.604,90;3.619,30;623.992.690
  27.05.2015;3.632,01;3.690,57;3.618,86;3.682,87;656.669.588
  28.05.2015;3.667,26;3.672,18;3.622,92;3.650,71;420.782.834
  29.05.2015;3.651,36;3.656,99;3.569,76;3.570,78;715.696.317
  01.06.2015;3.582,08;3.602,21;3.552,73;3.575,04;434.128.042
  02.06.2015;3.588,70;3.590,51;3.532,01;3.561,89;547.281.827
  03.06.2015;3.569,79;3.622,52;3.555,53;3.583,82;539.195.077
  04.06.2015;3.571,26;3.595,69;3.509,72;3.556,38;621.823.905
  05.06.2015;3.532,24;3.539,82;3.494,68;3.510,01;583.628.679
  08.06.2015;3.498,97;3.515,86;3.468,31;3.468,31;441.748.303
  09.06.2015;3.463,18;3.475,58;3.410,23;3.456,79;574.856.903
  10.06.2015;3.443,13;3.540,35;3.430,97;3.526,48;545.415.918
  11.06.2015;3.519,27;3.589,33;3.514,68;3.551,91;558.608.093
  12.06.2015;3.545,09;3.557,89;3.465,76;3.502,77;520.945.598
  15.06.2015;3.479,78;3.479,78;3.426,76;3.438,07;495.000.883
  16.06.2015;3.419,03;3.465,08;3.386,54;3.454,09;574.995.607
  17.06.2015;3.453,43;3.469,59;3.416,83;3.428,76;475.587.041
  18.06.2015;3.421,65;3.451,72;3.374,18;3.450,45;695.700.657
  19.06.2015;3.453,60;3.498,38;3.446,50;3.455,80;922.566.737
  22.06.2015;3.497,09;3.601,88;3.497,09;3.596,07;839.556.979
  23.06.2015;3.620,02;3.651,31;3.613,51;3.625,97;641.603.245
  24.06.2015;3.628,11;3.638,19;3.580,56;3.610,95;613.134.738
  25.06.2015;3.590,56;3.651,01;3.577,74;3.610,91;708.344.637
  26.06.2015;3.588,86;3.642,85;3.569,58;3.621,37;549.431.010
  29.06.2015;3.544,29;3.544,29;3.449,14;3.468,90;964.541.765
  30.06.2015;3.460,85;3.495,01;3.416,51;3.424,30;829.395.884
  01.07.2015;3.444,20;3.532,88;3.437,98;3.496,28;719.610.344
  02.07.2015;3.503,11;3.510,02;3.461,14;3.463,25;464.963.806
  03.07.2015;3.462,76;3.469,55;3.422,89;3.441,76;414.254.952
  06.07.2015;3.405,71;3.410,89;3.358,60;3.365,20;800.706.018
  07.07.2015;3.369,98;3.378,68;3.291,39;3.294,19;723.633.100
  08.07.2015;3.297,81;3.345,95;3.292,60;3.327,50;651.826.888
  09.07.2015;3.337,17;3.433,83;3.337,17;3.420,03;620.972.711
  10.07.2015;3.474,16;3.536,90;3.474,16;3.528,81;768.029.435
  13.07.2015;3.562,39;3.600,25;3.561,80;3.590,43;675.438.963
  14.07.2015;3.588,42;3.607,19;3.571,72;3.607,19;483.541.360
  15.07.2015;3.605,21;3.629,46;3.597,10;3.623,87;452.057.041
  16.07.2015;3.638,78;3.696,43;3.638,78;3.676,41;578.292.844
  17.07.2015;3.683,39;3.688,22;3.662,22;3.670,34;449.837.632
  20.07.2015;3.673,00;3.714,26;3.673,00;3.686,58;407.450.460
  21.07.2015;3.689,62;3.696,54;3.640,30;3.647,96;404.965.469
  22.07.2015;3.629,53;3.648,89;3.623,76;3.635,58;404.017.096
  23.07.2015;3.657,36;3.663,85;3.620,89;3.634,64;378.617.339
  24.07.2015;3.629,14;3.652,92;3.597,57;3.600,00;408.418.077
  27.07.2015;3.587,95;3.587,95;3.513,10;3.513,10;579.858.332
  28.07.2015;3.531,71;3.568,02;3.523,45;3.554,11;430.684.579
  29.07.2015;3.565,14;3.583,10;3.545,80;3.575,53;442.872.468
  30.07.2015;3.595,09;3.599,63;3.553,98;3.583,79;528.860.733
  31.07.2015;3.590,56;3.600,69;3.557,69;3.600,69;524.217.406
  03.08.2015;3.599,21;3.641,22;3.587,98;3.635,40;427.526.022
  04.08.2015;3.630,65;3.630,65;3.602,35;3.619,31;538.598.309
  05.08.2015;3.627,28;3.680,71;3.627,28;3.676,75;550.596.751
  06.08.2015;3.669,44;3.686,57;3.662,52;3.668,47;388.203.839
  07.08.2015;3.662,63;3.666,22;3.636,56;3.637,80;347.087.613
  10.08.2015;3.650,49;3.678,20;3.622,33;3.674,94;308.159.999
  11.08.2015;3.666,93;3.666,93;3.602,26;3.605,28;414.121.795
  12.08.2015;3.579,86;3.579,86;3.473,20;3.484,41;658.977.130
  13.08.2015;3.519,51;3.554,44;3.508,65;3.516,15;453.271.299
  14.08.2015;3.516,76;3.539,09;3.476,35;3.491,03;366.984.751
  17.08.2015;3.509,37;3.537,10;3.456,61;3.497,90;398.407.275
  18.08.2015;3.494,30;3.510,65;3.480,14;3.495,38;319.067.323
  19.08.2015;3.474,91;3.479,40;3.429,84;3.429,84;425.733.456
  20.08.2015;3.418,11;3.426,18;3.347,13;3.353,48;589.860.828
  21.08.2015;3.319,35;3.352,76;3.247,26;3.247,26;754.128.379
  24.08.2015;3.174,93;3.186,40;2.973,16;3.073,39;1.438.445.848
  25.08.2015;3.105,52;3.237,52;3.105,48;3.218,01;1.066.277.217
  26.08.2015;3.187,36;3.224,52;3.124,77;3.170,73;718.878.338
  27.08.2015;3.220,11;3.301,14;3.220,11;3.280,78;672.858.440
  28.08.2015;3.285,58;3.290,18;3.252,52;3.286,59;439.058.624
  31.08.2015;3.265,92;3.277,78;3.237,73;3.269,63;357.759.421
  01.09.2015;3.238,95;3.238,95;3.161,16;3.188,73;635.039.048
  02.09.2015;3.196,05;3.230,61;3.168,82;3.198,86;540.590.601
  03.09.2015;3.223,29;3.296,32;3.222,85;3.270,09;616.062.470
  04.09.2015;3.247,35;3.247,35;3.159,89;3.180,25;718.951.457
  07.09.2015;3.202,25;3.225,46;3.185,93;3.197,97;312.251.425
  08.09.2015;3.214,39;3.275,61;3.214,39;3.233,84;453.537.418
  09.09.2015;3.281,28;3.326,86;3.269,98;3.269,98;534.389.646
  10.09.2015;3.244,21;3.266,72;3.210,24;3.221,14;524.632.784
  11.09.2015;3.231,81;3.233,48;3.182,36;3.187,94;478.561.759
  14.09.2015;3.192,51;3.221,44;3.171,56;3.175,62;424.793.483
  15.09.2015;3.181,88;3.224,22;3.158,51;3.207,60;555.437.844
  16.09.2015;3.232,07;3.259,49;3.232,07;3.251,79;527.834.400
  17.09.2015;3.260,22;3.266,93;3.241,28;3.255,79;496.809.130
  18.09.2015;3.237,50;3.237,50;3.139,99;3.157,30;1.155.606.541
  21.09.2015;3.158,92;3.199,04;3.147,90;3.184,72;501.297.809
  22.09.2015;3.185,02;3.185,65;3.069,36;3.076,05;694.588.015
  23.09.2015;3.076,26;3.123,59;3.058,61;3.079,99;593.998.275
  24.09.2015;3.078,90;3.101,06;2.996,64;3.019,34;751.034.894
  25.09.2015;3.056,57;3.130,17;3.056,57;3.113,16;633.324.672
  28.09.2015;3.103,43;3.111,42;3.030,15;3.039,44;502.059.277
  29.09.2015;3.006,46;3.056,70;2.987,47;3.029,86;551.089.447
  30.09.2015;3.043,41;3.117,45;3.043,41;3.100,67;552.042.989
  01.10.2015;3.113,01;3.142,73;3.057,82;3.069,05;533.775.808
  02.10.2015;3.077,06;3.127,28;3.036,17;3.088,18;581.685.998
  05.10.2015;3.111,35;3.202,13;3.111,35;3.190,39;560.841.472
  06.10.2015;3.189,50;3.234,43;3.166,51;3.220,09;448.492.033
  07.10.2015;3.233,31;3.270,64;3.217,45;3.226,40;585.150.705
  08.10.2015;3.223,53;3.233,98;3.204,53;3.224,96;448.684.648
  09.10.2015;3.244,41;3.269,58;3.240,95;3.250,31;489.596.436
  12.10.2015;3.251,47;3.264,49;3.230,03;3.247,33;362.194.668
  13.10.2015;3.239,33;3.239,33;3.192,00;3.221,28;437.758.232
  14.10.2015;3.217,06;3.226,55;3.178,43;3.191,57;454.717.066
  15.10.2015;3.203,68;3.245,03;3.203,68;3.238,81;441.970.066
  16.10.2015;3.242,68;3.272,62;3.242,68;3.264,93;458.062.298
  19.10.2015;3.263,68;3.294,43;3.258,55;3.272,04;347.549.181
  20.10.2015;3.273,67;3.281,37;3.239,49;3.255,72;407.025.130
  21.10.2015;3.263,18;3.282,96;3.237,56;3.272,23;382.758.651
  22.10.2015;3.269,47;3.362,61;3.258,39;3.353,11;611.948.933
  23.10.2015;3.374,25;3.450,61;3.374,25;3.425,81;620.982.624
  26.10.2015;3.422,41;3.433,72;3.402,39;3.414,60;379.553.269
  27.10.2015;3.410,41;3.417,02;3.381,01;3.381,01;394.079.922
  28.10.2015;3.383,77;3.429,55;3.383,77;3.421,09;380.888.559
  29.10.2015;3.427,79;3.435,12;3.387,69;3.413,39;577.903.853
  30.10.2015;3.415,90;3.426,87;3.392,34;3.418,23;489.479.610
  02.11.2015;3.404,38;3.446,73;3.382,82;3.434,50;390.771.949
  03.11.2015;3.433,42;3.444,17;3.415,11;3.442,68;563.165.716
  04.11.2015;3.451,47;3.472,68;3.435,51;3.439,16;547.386.794
  05.11.2015;3.441,92;3.475,51;3.421,27;3.447,49;477.849.144
  06.11.2015;3.440,34;3.485,55;3.424,00;3.468,21;547.250.495
  09.11.2015;3.467,79;3.474,33;3.417,02;3.418,36;402.281.956
  10.11.2015;3.426,70;3.438,27;3.393,69;3.425,40;383.260.557
  11.11.2015;3.426,30;3.469,49;3.426,30;3.448,42;416.139.583
  12.11.2015;3.445,75;3.459,72;3.381,05;3.387,70;528.001.377
  13.11.2015;3.385,52;3.393,26;3.326,82;3.360,65;444.944.863
  16.11.2015;3.347,98;3.378,35;3.326,20;3.362,23;347.225.799
  17.11.2015;3.371,12;3.451,94;3.371,12;3.451,94;439.415.462
  18.11.2015;3.449,08;3.449,08;3.414,90;3.431,92;431.720.606
  19.11.2015;3.447,01;3.475,79;3.437,96;3.448,93;431.547.866
  20.11.2015;3.452,11;3.469,19;3.426,78;3.452,45;466.857.690
  23.11.2015;3.449,64;3.457,69;3.422,93;3.445,26;347.074.966
  24.11.2015;3.440,57;3.440,57;3.375,84;3.409,60;431.395.065
  25.11.2015;3.410,60;3.472,70;3.402,83;3.462,06;510.676.699
  26.11.2015;3.458,40;3.507,46;3.455,01;3.498,62;310.001.586
  27.11.2015;3.491,67;3.512,46;3.473,40;3.488,99;347.079.659
  30.11.2015;3.486,17;3.524,04;3.471,48;3.506,45;420.314.079
  01.12.2015;3.509,90;3.520,03;3.468,78;3.479,64;396.462.707
  02.12.2015;3.482,93;3.499,06;3.463,33;3.468,66;396.191.140
  03.12.2015;3.464,81;3.514,39;3.343,34;3.343,34;869.826.297
  04.12.2015;3.342,18;3.348,77;3.295,98;3.330,75;594.022.941
  07.12.2015;3.334,57;3.394,93;3.334,57;3.360,21;380.265.900
  08.12.2015;3.359,02;3.359,02;3.282,81;3.297,46;465.865.895
  09.12.2015;3.299,82;3.316,44;3.262,68;3.277,21;466.029.935
  10.12.2015;3.268,54;3.288,08;3.246,96;3.269,97;449.903.741
  11.12.2015;3.262,07;3.267,51;3.189,93;3.203,21;554.392.468
  14.12.2015;3.210,83;3.243,98;3.137,28;3.139,24;574.802.761
  15.12.2015;3.149,50;3.248,24;3.149,50;3.241,51;620.794.454
  16.12.2015;3.245,40;3.278,24;3.227,28;3.246,78;517.399.440
  17.12.2015;3.268,81;3.345,20;3.268,81;3.306,47;636.049.450
  18.12.2015;3.289,49;3.301,40;3.243,28;3.260,72;843.852.494
  21.12.2015;3.244,75;3.292,41;3.213,01;3.213,01;485.968.638
  22.12.2015;3.224,49;3.243,77;3.187,38;3.214,32;355.597.811
  23.12.2015;3.239,06;3.292,95;3.239,06;3.286,68;378.337.057
  24.12.2015;3.285,06;3.286,65;3.279,47;3.284,47;235.172.733
  28.12.2015;3.287,54;3.291,96;3.251,85;3.256,49;192.826.716
  29.12.2015;3.269,69;3.314,28;3.269,69;3.314,28;250.072.423
  30.12.2015;3.309,88;3.313,31;3.285,75;3.287,98;235.856.059
  31.12.2015;3.287,49;3.287,49;3.267,52;3.267,52;191.600.482
  04.01.2016;3.266,01;3.266,01;3.147,88;3.164,76;595.636.235
  05.01.2016;3.173,15;3.195,79;3.136,32;3.178,01;414.292.379
  06.01.2016;3.170,64;3.172,55;3.110,79;3.139,32;529.118.541
  07.01.2016;3.130,46;3.130,46;3.027,57;3.084,68;769.790.611
  08.01.2016;3.087,42;3.114,45;3.033,47;3.033,47;593.703.889
  11.01.2016;3.030,31;3.074,78;3.027,49;3.027,49;631.479.450
  12.01.2016;3.026,70;3.099,54;3.019,68;3.064,66;544.712.328
  13.01.2016;3.084,87;3.124,98;3.060,16;3.073,02;552.908.550
  14.01.2016;3.064,99;3.064,99;2.972,18;3.024,00;669.334.026
  15.01.2016;3.023,68;3.028,64;2.931,24;2.952,48;948.740.637
  18.01.2016;2.951,17;2.983,29;2.915,66;2.935,39;575.987.402
  19.01.2016;2.956,59;3.008,51;2.956,59;2.980,49;654.649.167
  20.01.2016;2.947,84;2.947,84;2.855,44;2.882,59;862.316.684
  21.01.2016;2.884,53;2.967,17;2.874,31;2.943,92;977.318.327
  22.01.2016;2.949,94;3.046,29;2.949,94;3.023,21;815.533.829
  25.01.2016;3.029,45;3.037,12;2.987,95;3.001,78;573.743.335
  26.01.2016;2.975,81;3.041,67;2.945,31;3.032,84;792.005.780
  27.01.2016;3.024,83;3.043,47;2.997,71;3.043,47;548.448.347
  28.01.2016;3.037,03;3.055,38;2.955,86;2.979,42;766.377.454
  29.01.2016;2.989,48;3.045,09;2.989,48;3.045,09;665.051.583
  01.02.2016;3.048,75;3.051,84;2.989,88;3.021,01;568.385.951
  02.02.2016;3.014,98;3.014,98;2.933,17;2.951,85;647.169.071
  03.02.2016;2.945,50;2.948,18;2.862,40;2.896,63;871.873.229
  04.02.2016;2.906,82;2.936,12;2.866,19;2.905,30;794.902.773
  05.02.2016;2.908,00;2.932,85;2.869,92;2.879,39;867.354.111
  08.02.2016;2.885,56;2.894,47;2.772,70;2.785,17;804.480.972
  09.02.2016;2.789,28;2.809,41;2.710,89;2.736,50;1.028.886.756
  10.02.2016;2.748,24;2.827,95;2.734,08;2.789,05;910.325.154
  11.02.2016;2.782,02;2.782,02;2.672,73;2.680,35;973.088.223
  12.02.2016;2.689,98;2.756,16;2.689,98;2.756,16;919.552.493
  15.02.2016;2.786,21;2.855,12;2.786,21;2.833,87;759.287.963
  16.02.2016;2.844,05;2.860,27;2.804,25;2.821,26;648.471.367
  17.02.2016;2.823,67;2.900,70;2.822,32;2.897,72;616.586.855
  18.02.2016;2.909,49;2.936,32;2.883,53;2.895,15;679.730.721
  19.02.2016;2.895,06;2.903,32;2.844,32;2.871,05;676.326.443
  22.02.2016;2.877,64;2.936,23;2.877,64;2.933,91;502.628.131
  23.02.2016;2.929,14;2.934,52;2.886,34;2.887,38;548.033.027
  24.02.2016;2.885,89;2.887,13;2.801,43;2.820,24;590.323.227
  25.02.2016;2.832,56;2.892,82;2.832,56;2.877,42;527.523.247
  26.02.2016;2.893,12;2.951,13;2.893,12;2.929,16;617.757.349
  29.02.2016;2.911,24;2.946,74;2.879,60;2.945,75;514.729.722
  01.03.2016;2.944,77;2.996,78;2.930,24;2.996,39;583.877.978
  02.03.2016;2.999,19;3.030,63;2.994,51;3.022,14;627.796.321
  03.03.2016;3.023,79;3.027,70;2.996,72;3.012,87;544.765.387
  04.03.2016;3.018,18;3.056,22;3.012,02;3.037,35;625.768.646
  07.03.2016;3.029,89;3.033,60;2.997,26;3.021,09;497.404.911
  08.03.2016;3.014,15;3.026,04;2.968,51;3.002,01;577.174.818
  09.03.2016;3.003,81;3.047,38;3.001,96;3.016,18;550.769.154
  10.03.2016;3.017,80;3.128,71;2.970,78;2.970,78;1.237.709.970
  11.03.2016;2.997,34;3.074,70;2.997,34;3.073,80;856.269.907
  14.03.2016;3.082,09;3.116,32;3.079,77;3.091,98;639.991.227
  15.03.2016;3.084,33;3.084,33;3.053,49;3.067,21;583.622.438
  16.03.2016;3.069,29;3.087,72;3.045,53;3.062,05;538.438.487
  17.03.2016;3.087,31;3.089,58;2.990,37;3.043,10;824.776.887
  18.03.2016;3.043,29;3.067,97;3.022,27;3.059,77;942.960.632
  21.03.2016;3.049,12;3.088,08;3.031,07;3.048,77;424.438.199
  22.03.2016;3.034,35;3.051,23;2.997,11;3.051,23;433.777.576
  23.03.2016;3.055,77;3.076,20;3.024,34;3.042,42;446.663.545
  24.03.2016;3.036,02;3.036,02;2.985,06;2.986,73;452.944.752
  29.03.2016;2.993,90;3.023,42;2.983,45;3.004,87;464.679.589
  30.03.2016;3.013,70;3.062,71;3.013,70;3.044,10;520.432.966
  31.03.2016;3.038,73;3.038,73;2.998,70;3.004,93;647.554.067
  01.04.2016;2.984,36;2.984,36;2.916,96;2.953,28;665.055.455
  04.04.2016;2.948,62;2.993,71;2.930,25;2.962,28;453.539.019
  05.04.2016;2.951,58;2.951,58;2.887,35;2.890,35;593.238.102
  06.04.2016;2.894,73;2.911,56;2.882,21;2.909,36;585.853.650
  07.04.2016;2.910,83;2.924,70;2.860,32;2.871,57;586.169.165
  08.04.2016;2.877,83;2.921,25;2.877,83;2.911,98;679.374.579
  11.04.2016;2.910,75;2.946,37;2.883,46;2.924,23;602.238.290
  12.04.2016;2.927,19;2.944,12;2.899,90;2.942,09;696.753.487
  13.04.2016;2.956,82;3.039,19;2.956,82;3.039,19;826.599.746
  14.04.2016;3.039,35;3.061,99;3.028,91;3.060,86;685.413.879
  15.04.2016;3.055,73;3.061,95;3.043,46;3.054,34;568.271.646
  18.04.2016;3.050,00;3.071,67;3.006,03;3.064,03;479.583.030
  19.04.2016;3.070,46;3.118,28;3.070,46;3.112,99;591.769.616
  20.04.2016;3.111,06;3.147,19;3.095,63;3.142,52;547.830.859
  21.04.2016;3.146,49;3.156,86;3.124,49;3.151,69;639.109.831
  22.04.2016;3.151,56;3.153,31;3.127,82;3.141,12;470.645.392
  25.04.2016;3.141,57;3.146,09;3.103,11;3.117,62;480.207.874
  26.04.2016;3.119,94;3.148,44;3.108,88;3.121,29;529.860.706
  27.04.2016;3.121,46;3.133,61;3.109,11;3.130,43;512.525.652
  28.04.2016;3.117,32;3.126,40;3.067,61;3.125,43;619.232.221
  29.04.2016;3.106,17;3.106,17;3.028,21;3.028,21;687.101.429
  02.05.2016;3.037,62;3.045,63;3.019,96;3.032,60;445.851.664
  03.05.2016;3.029,10;3.029,10;2.972,06;2.974,20;569.128.353
  04.05.2016;2.967,43;2.982,35;2.934,33;2.938,75;591.267.079
  05.05.2016;2.944,11;2.959,86;2.928,19;2.940,35;474.399.948
  06.05.2016;2.938,62;2.950,20;2.893,63;2.936,84;615.458.493
  09.05.2016;2.947,01;2.985,69;2.938,31;2.955,83;478.495.001
  10.05.2016;2.964,32;3.003,40;2.963,99;2.978,97;612.050.713
  11.05.2016;2.975,47;2.979,58;2.940,24;2.956,71;638.820.030
  12.05.2016;2.951,28;2.988,62;2.925,84;2.935,46;599.199.939
  13.05.2016;2.923,64;2.967,87;2.904,09;2.956,63;531.431.650
  16.05.2016;2.947,97;2.954,66;2.929,15;2.951,39;390.188.614
  17.05.2016;2.956,29;2.991,32;2.922,76;2.938,09;669.024.925
  18.05.2016;2.931,16;2.957,01;2.916,77;2.956,43;460.224.628
  19.05.2016;2.948,72;2.949,60;2.917,61;2.919,22;602.843.709
  20.05.2016;2.930,43;2.963,11;2.930,43;2.962,16;635.194.315
  23.05.2016;2.962,52;2.965,43;2.922,12;2.932,93;508.853.092
  24.05.2016;2.929,28;3.017,25;2.918,23;3.010,12;599.061.229
  25.05.2016;3.018,81;3.069,56;3.018,81;3.061,60;700.442.466
  26.05.2016;3.053,73;3.074,24;3.051,12;3.071,21;535.283.937
  27.05.2016;3.066,45;3.079,85;3.060,31;3.078,48;394.701.199
  30.05.2016;3.077,55;3.091,58;3.072,10;3.090,01;227.943.074
  31.05.2016;3.090,55;3.097,96;3.056,87;3.063,48;575.522.627
  01.06.2016;3.061,44;3.064,06;3.026,95;3.038,77;499.478.754
  02.06.2016;3.034,83;3.052,33;3.023,62;3.033,86;481.551.238
  03.06.2016;3.036,29;3.054,42;2.980,54;2.997,55;514.680.449
  06.06.2016;2.991,69;3.012,04;2.991,49;3.001,90;355.852.585
  07.06.2016;3.016,00;3.052,45;3.016,00;3.040,69;462.087.195
